id,date,title,summary
4456933,2021-09-24,Intel: Catalysts From Windows 11 And Windows 365,"INTC’s price return since my August 19 buy recommendation is already +3.59%. I am again endorsing INTC as a buy. It is final, Microsoft demands TPM 2.0 for Windows 11. This could help Intel improve its forward revenue CAGR of 0.59%. BIOS updates cannot transform TPM 1.2 chips in to TPM 2.0 hardware. Windows 365 and Office 365 are most likely powered by Intel Xeon server processors."
4457363,2021-09-27,AMD And Intel Offer Similar Returns - Focus On The Risks,"Semiconductor stocks benefit from long-term tailwinds, but steep returns are not guaranteed. INTC and AMD will deliver high-single-digits returns in the coming years, I believe, but due to different reasons. The two companies come with different risks, and investors may want to decide what type of risk they are willing to take on."
4457761,2021-09-30,Intel Stock: Scalability Can Drive Revaluation,"This article analyzes Intel from the perspective of its profit sustainability and scalability. This analysis examines the two most important aspects of profit sustainability: return on capital employed and the marginal efficiency of capital. The results show that INTC not only earns a consistently high ROCE in the past but is still perfectly scalable at its current stage, indicating sustainable and even improving profit. Such prospects of profit scalability and sustainability can drive a dramatic change of the compressed valuation."
4457792,2021-10-01,Nvidia's Valuation Isn't Justifiable After Reading Through Intel's Numbers,"Some valuations don't make sense and after someone said to me that they like Nvidia at this level because it has more room to grow, I needed to investigate. Intel's market cap is less than half of Nvidia's, yet Intel generates much more revenue, profit, and free cash flow. At some point, valuations will matter, and there is a point where paying much for future growth isn't a good allocation of capital. One of these companies trades at a 2.85 P/S, 11.93 P/E, and 13.47x price to FCF while the other is valued at 23.47 P/S, 72.64 P/E, and an 82.69x price to FCF."
4458384,2021-10-04,Intel Is Still Worth Investing In,"Moore’s Law is declining in importance and pace (proof in article). Even if TSMC retains any lead, it won’t be a significant one. There’s more than manufacturing. Intel didn’t grow despite a multi-year process advantage during the PC era. Intel’s current, data-centric strategy is the right one and does provide growth. Intel’s end-markets are growing (cloud, AI, 5G, IoT). Intel has also added new businesses in areas such as XPUs (GPUs, Habana), connectivity (silicon photonics, Ethernet), memory (Optane), and Foundry Services. Mobileye might become larger than even the PC and data center. Intel is valued as if it has no growth (prospects), but I disagree."
4458744,2021-10-06,Intel Vs. AMD: Competitive Prospects,
4459348,2021-10-11,Intel's Stock Is Far From Cheap And May Head Lower,"Intel trades at just 12 times next year's earnings, but that may be too expensive. The company is expected to see earnings decline this year and next. Options traders are betting the shares fall more."
4459655,2021-10-13,Intel: Moment Of Truth,"Almost a year after becoming CEO and setting out the technological strategy for Intel’s resurrection, Pat Gelsinger will soon have to detail the financial roadmap at Investor Day. In the near-term, Intel is destined to have a few stronger quarters of growth given easier comps ahead. Intel may beat Q3 estimates by $1-2B. Intel has an exciting roadmap that can compete with the best in the industry (AMD, Nvidia, TSMC), but how much growth will this deliver? Intel's stock price is at the same level as a year ago despite a significantly improved technology outlook. This means the risk-reward for betting on Intel's comeback has greatly improved."
4460793,2021-10-20,Intel: The Ultimate Trap,"Short interest in Intel is inching closer to its 52-week lows. It has major growth catalysts lined up for Q4 onwards, and it's trading at a reasonable multiple, which is one of the main reasons behind this declining short interest. Intel shareholders should rest assured and remain invested in the name."
4460754,2021-10-20,Intel Q3 Earnings: Likely To Disappoint,"Intel stock has been rising a bit going into Q3 earnings but this positivity is misplaced. Due to competitive forays from AMD and ARM, Intel needs the end markets to grow substantially. However, COVID upside is almost played out and industry dynamics are not supportive. Financials appear rosier than reality and are likely to get worse - mainly due to competition from AMD."
4461303,2021-10-21,Intel: Keeps Getting Worse,Intel reported a Q3'21 revenue miss while competition continues to report surging demand. The company forecasts further erosion of gross margins with a massive dip to 53.5% in Q4'21. The stock is a value trap trading at nearly 14x '22 EPS estimates heading into the quarterly results with analyst cuts now expected following weak guidance.
4461530,2021-10-22,Intel: Good Value Or Value Trap?,
4461419,2021-10-22,Intel: Mediocre Quarter,
4461584,2021-10-25,Intel: Gearing Up For A Bumpy Ride To Glory,"For Q3, Intel's results were a mixed bag: a slight miss on revenue and a beat on earnings. However, Intel tanked ~11% (on Friday) due to weak medium-term margin guidance. Although the demand environment remained strong, Intel's Q3 results were marred by supply chain issues. Pat Gelsinger guided for better growth on lower margins going forward (i.e., a price war is coming). The next two-three years will be investment-heavy for Intel as the semiconductor giant scales up its foundry business and attempts to cut the process leads established by TSMC and Samsung. The launch of Alder Lake, Sapphire Rapids, Alchemist Arc GPUs, and Ponte Vecchio can reignite near-term growth at Intel; however, I am not buying Gelsinger's promise of delivering 5 process nodes in 4 years unless I see some material progress. The IDM 2.0 strategy has great potential and Intel's depressed valuation affords ample margin of safety to investors, and so, I continue to rate Intel a buy for dividend growth investors at $51."
4461768,2021-10-25,"For The Next 4 Months, Intel Is The Stock To Avoid","Intel increased the capital program for the next year to $25-28 bn (this year, it is $18-19 bn). Worse, profitability next year is expected to be lower (42% vs. 45% in 2021 for EBITDA margin). Finally, Intel rescheduled its Analyst Day from November to February."
4461732,2021-10-25,Buy Intel. Now.,"Alder Lake is the best performing part in multiple segments. Intel's process nodes are all on schedule, with products currently being sold on Intel's """"4"""" process. Intel continues to improve its competitive positioning with its products. Intel continues to invest heavily in their IDM 2.0 platform, causing short-term margin compression, but opens long-term opportunities."
4461695,2021-10-25,"Intel: Market Overreacts, It's Time To Buy","Intel is not the highest-quality chip company, and it grows slower than its peers. Nevertheless, it keeps growing, and 2021 results will be far from bad. The market has a history of punishing Intel too much for short-term issues. Buying following large one-day drops has resulted in attractive gains in the past. Current analyst predictions for 2025 seem way too conservative as long as management can achieve even some of the things they plan to do."
4462483,2021-10-27,Intel Highlights Benefits Of Software-Optimized Silicon,"From cloud-based chip emulation kits to AI framework enhancements to new tools for creating applications that function across network connections, we appear to be embarking on a new era of silicon-focused software optimizations being created by chip makers themselves. At Intel’s first Intel On event, the company highlighted this development through a series of announcements - including the launch of an updated Developer Zone website - which re-emphasized Intel’s desire to put developers of all types and levels at the forefront of its efforts. Intel’s focus on its oneAPI platform highlights the increasingly essential role that software tools play in getting the most from today’s silicon advancements. Giventhe increasing sophistication of chips like CPUs and GPUs, it’s easy to see whynew developer tools are necessary to not only more fully leverage theseindividual components but also to take advantage of the capabilities madepossible by combinations of these chips."
4463185,2021-10-28,Intel: Between A Rock And A Hard Place,
4463134,2021-10-28,"Intel, Nvidia, Or AMD: Which Chip Stock Is The Better Buy?","Intel reported a set of earnings that was pretty decent. However, the market was confused with its ambitious growth plans. Advanced Micro Devices continues its run of phenomenal results in FY21. Dr. Lisa Su & Co. is making the most out of Intel's stumbles. Nvidia will issue its FQ3 report card on 17 November. The company's growth momentum is expected to continue slowing down. We discuss which semiconductor stock is the better buy now."
4462990,2021-10-28,"Is Intel Stock A Buy, Sell, Or Hold After Q3 Earnings?",
4462834,2021-10-28,Intel: Nothing Left To Lose,"Intel has disappointed investors, but at least the company has a clear plan to turn things around. There are short-term headwinds including price wars, geopolitical tensions and supply shortages. The valuation is attractive enough to consider an investment, and there is a chance the company could one day regain its market leadership."
4462741,2021-10-28,Intel Is Not Getting Fooled By The Stock Market Rally,Intel Corporation cannot catch a break. Despite a blowout third quarter the stock tanked and moved even lower in the subsequent days. We tell you our take on this interesting play.
4463940,2021-10-31,Insider Weekends: Cluster Of Insider Purchases At Intel,
4463376,2021-11-01,Intel: Unquestioned PC Leadership,"Early this year, I predicted that Intel's upcoming Alder Lake CPU would be game-changing and achieve leadership in all segments against AMD. New benchmarks of Alder Lake for laptops confirm that the CPU even beats Apple M1 Max in both single and multi-threaded performance. AMD is far behind. This means that Intel for the first time in years has achieved unquestioned leadership with a CPU. The AMD threat is finished."
4464383,2021-11-02,Intel Will Be The Top Semiconductor Stock Through 2025,"Intel invests more in research and development than its top four peers combined, setting the stage for disruptive innovation and outperformance. The company is now leveraging its R&D with an aggressive growth strategy christened by a $20 billion investment in two state-of-the-art semiconductor foundries in Arizona. Intel’s fastest growing opportunities are on the innovation frontier including AI, 5G network transformation, and the intelligent and autonomous edge. In autonomous driving, Intel’s Mobileye platform continues to secure design wins at major US and global automakers with 25 OEMs and 49 production platforms. Intel’s low valuation provides the opportunity for a highly-skewed return profile to the upside offering an asymmetric risk/reward tradeoff."
4465433,2021-11-04,Intel: Even Cheaper Now,"Despite reporting solid quarterly results, Intel dropped in the last few weeks. But even when assuming rather low growth rates for the years to come, Intel seems to be undervalued right now. At $43, Intel has strong support level and we would have a great entry point."
4466252,2021-11-05,Nvidia Vs. Intel: Zettascale Is The New Metaverse,"Nvidia and Intel remain on their collision course as became apparent in the last few years (respectively launching a CPU and GPU). However, investors in both stocks remain concerned about very different topics. For one, Facebook and Nvidia are currently propping up their stocks with gimmicks such as the “metaverse”. Meanwhile, Intel seems to be working on revolutionary new technology since it has set the target to achieve zettascale performance by 2027. This is 10 years ahead of Moore’s Law. Investors will quickly forget their metaverse dreams if Nvidia falls so far behind in technology. This means the downside for investors could be astronomical, especially given how overvalued the stock is."
4467067,2021-11-08,Intel Is Relevant Again,"The company has launched the last of its 10 nm processes and is moving towards 7 nm (AMD 5 nm). The company's Intel Foundry launch has the potential to enable the company to earn revenue toward its capital expenditures and profits. The company also is launching other sectors, such as its Intel discrete GPUs, that could help it take advantage of shortages in the market. In a world where everything takes several years, Intel is cheaply valued for a long-term growth bet meaning less downside but higher upside."
4466998,2021-11-08,Insider Weekends: Insider Buying At Intel Continues,"Repeat purchases by four insiders at Intel last week. In total, we have seen 8 Intel insiders purchase shares during the last two weeks. The stock has been on the move gaining 4.44% since we wrote about it last week. Another interesting purchase this week was a cluster of purchases at the reinsurance company RenaissanceRe Holdings."
4467278,2021-11-09,Intel Stock: Disregard The Message And Messenger,"Intel guidance for Q4 2021 blamed the semiconductor shortage, but I am dismissing those articles as an excuse with no validation. While Alder Lake will help Intel in the Desktop PC market, its CPU shipments were just 18.6 million Desktop CPUs versus 49.3 million Notebook CPUs in the latest quarter. Historic problems and delays with chip production at 10nm will only amplify against TSMC and Samsung foundry powerhouses at 3nm."
4468040,2021-11-10,Intel: Pay For The Chip Business And Get The Foundry Business For Free,"Intel's stock price fell significantly after its recent earnings release due to market concern of its increased capex ahead. This article will argue that the market has overacted, and thus creating an opportunity to buy a high-quality business at a substantially discounted price. This article will show that at this point we essentially pay for its chip business only and get its foundry business - a significant growth opportunity - for free. Even for its chip business, it’s selling at a substantial discount of more than 50%, further widening the margin of safety."
4467917,2021-11-10,Intel's Rise To Market Leadership Is Likely,"Investing in Intel was not the right decision for past years; however, I believe times are changing. Intel has strong government support for its fabrication business, and the company is laying out ambitious timeline with its visionary CEO. Intel proved that it is capable of achieving its goals with the successful release of the Alder Lake CPU. I believe Intel provides investors with value, dividends, and growth opportunities."
4468366,2021-11-11,Intel: Using Dinosaur Analogy To Chart An Investment Case,
4468806,2021-11-12,Intel's Huge Expected Capital Spending Gives Dividend Growth Investors Pause,"Intel Corporation has benefited from strong demand for semiconductors of late, and we expect that will continue being the case going forward, though challenges are mounting. Competitive headwinds are growing, for one, and Intel is ramping up its capital expenditures to keep up, particularly as it concerns its manufacturing capabilities. We expect Intel's free cash flows in the medium term will face headwinds, though its net operating cash flow generating capabilities continue to impress. The company's dividend remains well-covered by its free cash flows in the near term but we caution that Intel will likely lean on its balance sheet to keep making good on those payouts over the coming fiscal years. Intel's free cash flow generating abilities and ultimately its dividend strength may eventually recover to levels seen in recent fiscal years, but we're still concerned."
4469981,2021-11-16,Intel Stock Forecast: What's The Outlook As Market Share Is Lost To AMD?,"Intel has been losing market share to AMD in the PC processor and server processor market. AMD's recent win in the data center processor market with Meta Platforms could point to further market share loss for INTC in this segment. INTC's consensus earnings forecasts have been slashed significantly in recent months, and the company is not expected to witness a substantial earnings recovery until 2024 at the earliest."
4471631,2021-11-23,AMD: Still The Datacenter King,
4471828,2021-11-24,AMD Is Not Intel,"Currently, AMD is valued at (nearly) Intel’s market cap. I will conclude that the relative valuation between both is untenable in the long term. Although some may assume AMD could grow into its valuation, in the logical scenario, Intel would gain a lot more market cap. Even using conservative estimates (and generous ones for AMD), Intel would still be 3x larger than AMD in 2030. With the best-case AMD scenario priced in, this means Intel has higher prospects for alpha. Intel stock price could quintuple to $1 trillion."
4472631,2021-11-30,Intel Vs. AMD: Alder Lake Impresses But Intel Is Still Dead Weight,
4473345,2021-12-03,AMD Vs. Intel: Battle For FPGA Leadership,"Given AMD's Xilinx acquisition, questions arise about who will hold FPGA leadership going forward. Intel Agilex FPGA achieves 30-50% higher performance and 2x performance per watt than Xilinx Versal. Intel further leads in innovation due to leadership transceivers, chiplet and 3D packaging, and AI performance. This means there is one clear winner. Intel is the unquestioned leader in FPGAs. Xilinx-AMD could be in trouble."
4473721,2021-12-06,Intel Corporation: What The Wide Yield Spread Means For Retirement,"The dividend yield spread between Intel and 10-year Treasury rates is now exceeding 1.3%, almost the widest level in a decade. For such a stable dividend stock, such a wide spread provides several key advantages for a retirement account seeking current income. The wide spread provides a comfortable cushion against inflation and interest rate uncertainties. Furthermore, such a wide yield spread is also very likely to lead to a sizable price appreciation in the near term."
4473802,2021-12-07,Intel: Cashing In On Autonomous Vehicles,Company planning to list Mobileye segment. Move would allow for monetization of past acquisition. Capital could be used for growth or capital returns.
4474247,2021-12-09,Intel Insider Buying: Mobileye Spinoff Opens A Can Of Worms,Intel is in a crisis and needs to catch up to the competition. Mobileye spinoff is a great move to unlock shareholder value. But questionably timed insider stock purchases damage Intel management's already strained credibility.
4474916,2021-12-13,"Intel's Mobileye: Strong Headwinds From Competitor SoCs, Particularly In China","Mobileye and self-driving cars are not CEO Gelsinger's strategic directions for Intel. Intel's IPO of Mobileye will generate cash for the company to build more fabs and to get back on track against AMD and other competitors. The IPO comes at a time when Mobileye is facing strong headwinds from established companies and Chinese startups making autopilot chips. The later the IPO, the more headwinds Mobileye will face along with the spectre of a lower IPO valuation."
4474846,2021-12-13,Intel: Mobileye IPO Will Likely Create World's First Public Robotaxi Company,"Intel announced its intent to take Mobileye public in mid-2022, reportedly at a $50B valuation. The move creates the world’s first pure-play robotaxi company. Intel will maintain majority ownership in Mobileye. This will unlock significant shareholder value."
4474906,2021-12-14,Intel: Mobileye IPO Could Be A Masterstroke,"Intel is spinning off Mobileye via an IPO in mid 2022 to raise capital for its ambitious growth plans. In this note, we will discuss the logic of this transaction. Mobileye is one of the leading players in autonomous vehicle technology, which means it should command a much higher multiple than Intel. At ~9x Price-to-FCF, Intel is massively undervalued, and as such Mobileye's valuation is suppressed. The IPO is likely to act as a significant value unlocking event for Intel. According to my analysis, Mobileye could quite easily fetch a valuation of $50-100B in the current market environment. Hence, Intel could raise a significant sum by selling just a minor stake. Even after the IPO, Intel will continue to control Mobileye with a majority stake, and Intel's CEO, Pat Gelsinger, will be shaping Mobileye's future as the Chairman of its Board. Hence, Intel is getting the best of both worlds with this deal. I rate Intel a strong buy at $50."
4475827,2021-12-17,Intel: My Worst Trade Of 2021,
4475964,2021-12-19,Driving In Traffic - Intel,"Fed Chairman, Jerome Powell did a masterful job last week of delivering a dovish message that was fundamentally hawkish. Investors should now pay attention to companies that serve markets of significant demand and are well-positioned financially. Intel fills the bill given the unabating need for chips, its war chest of cash within a well-capitalized balance sheet, and low P/E."
4476675,2021-12-23,AMD Vs. Intel: I Was Wrong About AMD,"I recently considered AMD’s server roadmap to be too weak. However, I made the mistake of only using Intel rumors and not AMD rumors. AMD’s 256-core Turin (Zen 5) could spoil Pat Gelsinger’s """"unquestioned leadership"""" plans. Hence, I reverse to neutral on Intel: let Intel ship their chips first. In the long term, AMD’s success is dependent on TSMC. Conversely, process leadership is a requirement for Intel to be able to overtake AMD. Intel has a solid PC roadmap, but until it regains process leadership (in 2025+) and shows proof of being a """"data center-first"""" company, Intel might at best trade sideways."
4477041,2021-12-28,Intel Focuses On Unlocking Massive Shareholder Value,"Intel has announced the spin-off of Mobileye at a valuation equivalent to 25% of the company's market capitalization. The company is also focusing on releasing top of the line CPUs, which are competitive with AMD, and launching its new discrete GPU with TSMC. The company expects to maintain and grow existing revenue and cash flow, with an already low multiple. Additionally, the company expects to pass TSMC and Samsung on process miniaturization going into 2025, helping long-term returns."
4477621,2022-01-02,Downgrading Intel,"After about two quarters into his """"dream job"""", CEO Pat Gelsinger already started to amass criticism for his inability to turn Intel around. Pat Gelsinger never claimed he could turn the ship in one year. From the beginning, he had maintained an outlook into 2024-2025. In the near term, Intel’s only focus is regaining technology leadership. Intel now is like AMD in 2013-14, three or four years before Zen even launched into the market. This does lead to the conclusion that Intel could trade sideways for several more years, especially since the new businesses (Habana, Xe, IFS, and Mobileye) have yet to gain scale. Downgrading the stock: let Intel launch a 20A chip first to prove they're really back, then the financial results may follow, and then the stock performance."
4477675,2022-01-03,Intel: Mobileye IPO Is A Bad Sign,"Intel proposed an IPO for Mobileye valuing the auto tech firm at $50 billion. Mobileye only generated $1.3 billion in revenues during '21, questioning the valuation target. The stock is now expensive at 15x '22 EPS estimates and an IPO move appears a desperate attempt to raise cash for costly new fabs."
4477918,2022-01-04,Intel's Profit Drivers And Our Barbell Retirement Model,"In this article, you will see how and why we use the Intel Corporation stock in the short-term end of our barbell retirement portfolio. It earns a very competitive return on capital employed (“ROCE”), and a fundamental DuPont analysis shows its potential to further expand the ROCE. In a bull case scenario, its level of ROCE is projected to be in the top tier even when compared against the FAAMG pack. And several catalysts afoot could support such a bull case, such as its fab initiative and Mobileye IPO. Its potential return in the next few years is projected to be in the double-digit range (ranging from 11% to 15%)."
4477879,2022-01-04,AMD Vs. Intel Stock: Which Is The Better Buy For 2025?,"Intel will likely spend more than $100 billion in building new fabs in the next 5 years. Meanwhile, AMD continues to sub-contract its chip production to others. Intel's IP (Intellectual Property) should give it an advantage in the chip-making market. The ARMy is coming for both Intel and AMD."
4477767,2022-01-04,Intel: A Graphics Card And Crypto Sleeping Giant,
4478267,2022-01-06,Microsoft And Intel: 2 Dividend Tech Plays For The Future,"Microsoft and Intel offer income investors what they're looking for, growing dividends. They are quite different in their products, offerings and approach to achieving the profits to pay these dividends to shareholders. Both companies have a chance for a successful future; INTC just has more work to do to get there."
4478636,2022-01-09,Intel: An Assessment For Long-Term Investors,"At first glance, the rise of Asia has threatened US technological hegemony. China last year has achieved 16% self-sufficiency, well below its 70% target by 2025. Additionally, China last November imported $265.9 billion worth of semiconductors. Therefore the two factors above imply that the fears and threats of China are exaggerated. Technically speaking, Intel's 10nm chips align with the 7nm of its competitors with similar transistor density and production. Node names do not relate to the size of a transistor. A few years of underinvestment and lack of technological focus and vision have led Intel to uncharted territories. Unfortunately, there is no quick fix, and 'turnarounds' take time. However, the Captain, Pat, is a talented and visionary CEO, but the management needs to execute flawlessly the plan to regain Intel's power. Intel's $200 billion CAPEX investment over the next decade is feasible, and the restructure of the business model is essential to regain market leadership."
4478748,2022-01-10,A Contrarian View On Intel: Further Downside Given The Street's Expectations,
4478739,2022-01-10,Intel Drops A Bomb On The Robotaxi Industry,"Despite most investors focusing on Tesla for robotaxis, Intel’s Mobileye is currently in volume production of its camera-only L2+ autonomous driving SuperVision system, beating all competitors to the punch. Moreover, Mobileye announced the world’s first L4 consumer vehicle, launching in early 2024. Mobileye has a substantial technology and first-mover advantage. If Tesla bulls can attribute a $1T market cap to their company’s non-existent robotaxis, then initiating Mobileye at a $1T price target (representing 20x upside) seems reasonable. Mobileye could hence become one of the greatest investments of the coming decades."
4479135,2022-01-12,Intel Stock Forecast: What To Watch For In 2022,"Intel's Alder Lake seems to be competitive on both desktop and mobile. It also shared that its mobile processors are now """"the world's fastest"""" at CES 2022. Nevertheless, Intel's ambitious foundry roadmap will continue to weigh on its EBIT and FCF profitability. NVIDIA and AMD also continue to consolidate their leadership in the GPU market with their entry-level discrete graphics. We discuss what investors should look out for in 2022."
4479194,2022-01-12,Intel's Mobileye Divesture Is Ingenious,"Intel's decision to bring Mobileye public brings massive opportunity for Intel investors. Mobileye's technological prowess and the leadership in the autonomous vehicle market creates an immense opportunity in coming years. The divesture will raise cash for Intel to support its turnaround efforts while Mobileye will be valued away from the shadows of slow growing Intel, creating growth and value for shareholders. Overall, I believe the decision to take Mobileye public is a great move."
4479748,2022-01-14,"Intel: Finally, Some Respect","Valuation is not just cheap but borderline disrespectful. Weakness in largest business unit is being propped by other growing units. 8th consecutive annual dividend increase expected this month. Intel's stock stands to benefit from the ongoing, although intermittent, rotation into value stocks."
4479726,2022-01-14,"Intel: Semiconductor Chips Or Potato Chips, Quality And Value Prevail","Last year, Intel landed on my screener for quality at a reasonable price. As of this writing, all three shareholder yields on its common stock were convincingly outperforming the 10 Year Treasury. Despite slowed revenue growth, Intel's returns on management are compelling. My wide margin of safety and low downside risk ratings counter an oversold stock of a quality operator temporarily left behind in the disruptive technology, hyper-growth-oriented market cycle."
4480425,2022-01-19,Intel's Future Depends On Its Competitors Failing,"I am re-evaluating a short position on Intel in light of many recent factors, including the stock's relative performance against AMD. Taiwan Semiconductor Manufacturing Company's recent earnings call just shows how far ahead TSM is and how far behind Intel remains. Intel has lagged behind its peers in this market, and its upcoming projects seem to be part of a """"shotgun"""" strategy, with no real focus."
4480644,2022-01-20,Intel: Well-Positioned To Compete But Hardly A Short-Term Play,"From a market point of view, Intel's risk-reward profile appears more compelling than many of its high-flying peers. From a business perspective, the company will likely continue to suffer in the short-term, however, strategic positioning is still strong. What has historically been Intel's weak spot could prove to be its key competitive advantage over the coming years."
4480992,2022-01-22,"Stocks To Watch: FOMC Meeting, Earnings Rush And Testing Times In Crypto",
4481009,2022-01-23,Intel: Don't Expect A Big Q4 Beat,
4481237,2022-01-24,Intel Earnings Results Likely To Disappoint Again,Article reviews Q3 results and discusses the challenges and Q4 guidance. Intel is likely to meet or slightly beat Q4 expectations thanks to the strong end market and shortage of products at AMD. Intel's Q1 is likely to be down more than seasonal as AMD gains more client and server share.
4481122,2022-01-24,Intel Vs. Micron Technology: Which Semiconductor Stock Is The Better Buy?,"Both Intel and Micron are major semiconductor stocks with bright futures. Intel is much larger and more diversified than Micron. Based upon certain financial metrics, Intel is selling at a lower price to earnings and price to free cash flow."
4481298,2022-01-25,Intel Vs. TSMC: Which Semiconductor Stock Is The Better Buy?,
4481960,2022-01-27,Intel: Another Gross Quarter,"Intel again beat analyst estimates, yet the numbers reported aren't impressive compared to prior periods. In a very weak sign, the chip giant continues to face massive margin pressure while the industry can't meet demand. The stock is expensive at 15.5x '22 EPS targets while the company is taking a risky move ramping up capex spending."
4482492,2022-01-28,Intel Gets Even Riskier,
4482723,2022-01-29,Why I Bought Shares Of Intel After Earnings - Dividend Investing,The stock market in 2022 continues to present buying opportunities. Intel has had an interesting year. The company has been fighting several headwinds. The chip shortage has caused uncertainty for the company’s expected results over the next few years.
4482913,2022-01-31,Intel's Battle For Relevance Masks Its Allure,"Intel has been in a straightjacket for at least a decade, allowing rivals to create distance with Intel. Intel has gone from being a market leader to a distant challenger. The industry has pattern of boom and bust yet there are strong reasons to believe in the sustainability of this cycle. Market pessimism has priced Intel for a 40% decline in profitability despite the company’s history of growing shareholder value. This gives investors a 68% upside on the current price."
4482901,2022-01-31,Intel Has A Moat From The Government,"The U.S. government has a strong incentive in a home-grown chip industry, and it's working hard to build one. Intel is rapidly expanding capital spending towards $30 billion a year as it seeks to build its own foundry business. We expect profits to be muted for the next several years, but with significant expansion potential for the late-2020s. Overall, Intel is an undervalued investment with significant earnings potential at current prices."
4483376,2022-02-01,Intel: Cloud Collapse,"As expected, PC revenue declined slightly. However, contrary to anyone’s expectations, data center had a miraculous blockbuster record quarter. Intel has responded firmly to the AMD bulls. Nevertheless, digging deeper reveals appalling cloud performance, offset by 5G (and enterprise) saving the day. Cloud has posted its fifth consecutive double-digit decline. Ice Lake is ramping significantly slower than Skylake and Cascade Lake. Data center still has to rely mostly on 14nm into 2022, which explains the cloud collapse. R&D is now on a $16B run rate. Intel added a monstrous 11K employees (mostly engineers) in 2021 to rebuild the execution machine going forward."
4484405,2022-02-04,Intel: Why We Remain Long-Term Bullish After Its Earnings Report,"Intel offers an optimal combination of a wide and stable moat, strong financial safety, and excellent perpetual growth in the long term. It offers substantial short-term upsides at the same time. It started delivering on its IDM 2.0 commitments and broke ground on new fabs, which will accelerate growth in the next a few years. Government support, combined with its strong R&D and capital investment, positions it to be a winner in the home-grown chip industry. It also declared a 5% dividend increase, showing its strong finances and management’s confidence."
4485895,2022-02-10,Is Intel Stock A Buy Or Sell After Recent Earnings?,"Intel's recent Q4 2021 earnings were ahead of the company's management guidance and the market consensus' sell-side estimates. But Intel's Q1 2022 management guidance was disappointing, which meant that the company's weak stock price performance post-results was justified. Intel stock remains a Hold after recent earnings, taking into account both its valuations and financial outlook."
4485850,2022-02-10,Intel: Much To Prove At Investor Meeting,"Intel's highly anticipated Investor Meeting is nearing. I had previously downgraded the stock to neutral. I provide a """"wishlist"""" for everything Intel should show and discuss. Intel's main (tech) priorities are its process nodes, the Xeon roadmap and bringing Ponte Vecchio to the cloud. Investors will further be looking for how Intel could accelerate its growth rate (to its double digit target), including the contributions from Mobileye and Foundry."
4486536,2022-02-12,"Stocks To Watch: Spotlight On Nvidia, Walmart, Intel And Fedspeak",
4487086,2022-02-15,"Intel Vs. GE, Who's The Winner In 2025?",
4487636,2022-02-16,Intel: Repositioning Along The Way,"Intel ended 2021 on a solid note but likely sees pressure on its results in 2022. The company has been active to invest large sums into the business while optimizing the portfolio as well. While the company has real challenges at hand, it is the size, non-demanding valuations and long-term potential which offer potential appeal. While an investment in Intel is far from riskless here, the valuation argument here is compelling enough for me to get (more) involved."
4487859,2022-02-17,Intel Stock: How Will Competition Impact Their Forecast For 2022?,"Intel will likely face significant competitive pressures from its keen rivals sensing blood in 2022. Furthermore, its profitability margins are expected to continue taking a hit as it invests aggressively. We discuss why Intel stock is a Hold for now."
4488644,2022-02-20,Intel: Scary Path,
4488804,2022-02-21,Upgrading Intel: Torrid Tech Turnaround,"Intel’s strategy is to reignite growth by regaining industry leadership. Intel remains on track to its goals (proved by pulling-in 18A to H2’24). Intel’s three emerging businesses (graphics, foundry and Mobileye) by themselves could collectively grow from <$3B to $30B over the next 5-10 years. In the long term, successful execution could double Intel’s earnings. Meanwhile, Intel pays a decent dividend. Intel’s incredibly low valuation could supercharge investor returns even further due to multiple expansion."
4488742,2022-02-21,Intel: Pat Gelsinger's Potential Is Being Grossly Discounted,"Pat Gelsinger is aggressively pursuing the realization of IDM 2.0 and also attracting top talent to Intel. There is a lot to consider regarding Gelsinger’s leadership, IFS, packaging endeavors, and Intel’s role in the hardware ecosystem, before giving this investment opportunity a thumbs down. We think INTC will sustain their dominance in the laptop market whilst gaining momentum in high-end PC and server CPU markets."
4488735,2022-02-21,Intel And NextEra Energy Partners: Ways To Profit Even When Stocks Decline,"With the latest options expiration, we have two trades that have expired worthless. Those trades were INTC and NEP; however, INTC came down to the wire after sitting quite comfortably just the day before. Due to the expirations, we have capital back into our accounts to look to redeploy after the long weekend."
4489196,2022-02-22,"Third Point Investors - Intel: A Compelling, Underappreciated Fundamental Story","Despite Intel's tepid results, we see a compelling, underappreciated fundamental story. We are encouraged by Intel's aggressive investment plan. We believe Intel’s prospects have turned the corner."
4488935,2022-02-22,Intel: A Year Into The Gelsinger Plan,"Intel’s plan is to keep their x86 CPU business while at the same time adding TSM’s foundry business. Both parts of that are tall orders. Intel's foundry plan is super ambitious on a compressed timeline, and it’s not clear that help from their vendors and a two-track approach will be enough. The biggest threat to the plan out of their control is a crash in durables demand just as they are bringing all this new capacity on line. I still believe the most likely outcome is that the x86 business withers away, and the foundry remains in third place, but Pat Gelsinger has stood Intel’s culture on its head."
4490529,2022-02-25,Intel: Too Big To Fail Goes High Tech,"Strong industry tailwinds create long-term demand for Intel’s products even as it struggles to execute the launch of new products. Intel’s strategic plan drives long-term revenue and volume growth through a focus on three areas: Product Leadership, External Foundries, and Intel Foundry Services. Intel’s price-to-economic book value (PEBV) of 0.6 means the stock is priced for profits to fall, permanently, by over 40% from 2021 levels."
